MES;CLIENTE;NRO_VEC_COB;PDPs_ROTAS;ESTADO_PDP;NRO_CUOTAS;MES_0;MES_1;MES_2;FECHALLAMADA;HORA;DEUDA_TOTAL;ESTATUS;ACTIVACION;MORA;TIPOCONTACTO
201403;C04467;<=10;0;0;<24, 48];243.9;154.56;0.0;06/03/2014;10.0;9354.18;BT;2013.0;1.0;CNE
201403;C04468;<=10;0;0;>48;2389.82;0.0;;24/03/2014;14.0;79984.0;BT;2013.0;1.0;COEF
201403;C04469;<=10;0;0;<=24;596.8;0.0;0.0;06/03/2014;20.0;596.8;BT;2013.0;0.0;CNE
201403;C04470;<=10;0;0;<24, 48];464.3;949.67;0.0;28/03/2014;9.0;11678.8;BT;2013.0;1.0;CNE
201403;C04471;>10;0;0;<24, 48];412.84;414.17;0.0;28/03/2014;17.0;10773.1;BT;2012.0;1.0;CNE
201403;C04472;<=10;0;0;<24, 48];224.87;0.0;0.0;04/03/2014;15.0;23196.1;BT;2013.0;1.0;CNE
201403;C04473;<=10;0;0;<24, 48];897.66;1800.96;14.96;27/03/2014;7.0;24058.2;BT;2013.0;1.0;COEF
201403;C04474;;>0;0;<24, 48];1123.16;914.12;1335.95;03/03/2014;10.0;7283.62;BT;2012.0;0.0;CNE
201403;C04475;;0;0;<24, 48];2381.5;2381.5;0.0;14/03/2014;8.0;56054.6;BT;2012.0;1.0;CNE
201403;C04476;;0;0;<24, 48];287.34;0.0;0.0;07/03/2014;15.0;7707.76;BT;2012.0;1.0;CNE
201403;C04477;>10;0;0;<24, 48];518.27;519.64;0.0;12/03/2014;13.0;4485.5;BT;2011.0;1.0;CNE
201403;C04478;;0;0;<24, 48];76.83;115.6;0.0;07/03/2014;10.0;3479.68;BT;2012.0;1.0;CNE
201403;C04479;<=10;0;0;<24, 48];353.74;0.0;0.0;05/03/2014;7.0;35309.5;BT;2012.0;1.0;CNE
201403;C04480;<=10;>0;1;>48;1577.24;1577.24;0.0;27/03/2014;7.0;24049.2;BT;2013.0;1.0;CNE
201403;C04482;<=10;0;0;>48;884.11;1158.27;0.0;27/03/2014;13.0;23936.3;BT;2012.0;1.0;COEF
201403;C04484;<=10;0;0;<24, 48];202.51;203.04;408.11;07/03/2014;10.0;2075.28;BT;2011.0;1.0;CNE
201403;C04485;<=10;0;0;>48;97.38;0.0;0.0;06/03/2014;13.0;1395.39;BT;2013.0;1.0;CNE
201403;C04486;<=10;0;0;<24, 48];129.92;129.98;0.0;31/03/2014;9.0;2560.35;BT;2013.0;1.0;CNE
201403;C04488;<=10;0;0;<24, 48];443.56;875.9;0.0;24/03/2014;16.0;10432.6;BT;2013.0;0.0;CNE
201403;C04490;<=10;>0;0;<24, 48];773.64;1.65;0.0;11/03/2014;20.0;24366.8;BT;2013.0;1.0;CNE
201403;C04492;<=10;0;0;<24, 48];25.06;0.0;0.0;04/03/2014;9.0;4952.82;BT;2013.0;1.0;CNE
201403;C04493;>10;0;0;>48;622.41;298.47;607.12;06/03/2014;9.0;6076.7;BT;2011.0;0.0;CNE
201403;C04494;<=10;>0;0;<24, 48];1395.63;1395.63;0.0;12/03/2014;10.0;18791.3;BT;2013.0;1.0;CNE
201403;C04498;>10;0;0;>48;346.29;129.03;0.0;06/03/2014;11.0;7603.85;BT;2011.0;1.0;COEF
201403;C04499;<=10;0;0;<24, 48];760.43;0.0;760.64;07/03/2014;11.0;7132.39;BT;2011.0;1.0;COEF
201403;C04500;<=10;>0;0;<24, 48];1480.38;2233.55;0.0;06/03/2014;9.0;23830.1;BT;2013.0;0.0;CNE
201403;C04501;;0;0;<=24;1897.14;2619.93;0.0;10/03/2014;18.0;12836.3;BT;2013.0;0.0;CNE
201403;C04502;<=10;>0;0;>48;1539.01;2320.01;0.0;05/03/2014;17.0;22118.5;BT;2012.0;0.0;CNE
201403;C04503;<=10;0;0;<24, 48];268.3;0.0;0.0;06/03/2014;10.0;7052.26;BT;2012.0;1.0;COEF
201403;C04504;>10;0;0;;743.98;0.0;;25/03/2014;12.0;8405.03;BT;2012.0;1.0;COEF
201403;C04505;<=10;0;0;<24, 48];96.15;589.14;0.0;06/03/2014;13.0;20360.2;BT;2013.0;1.0;COEF
201403;C04506;>10;0;0;<24, 48];1233.71;1235.24;1235.24;11/03/2014;10.0;28007.8;BT;2012.0;1.0;COEF
201403;C04507;<=10;>0;0;<24, 48];961.81;0.0;0.0;25/03/2014;10.0;5966.64;BT;2012.0;0.0;COEF
201403;C04508;>10;0;0;>48;499.0;498.66;500.84;03/03/2014;12.0;3578.17;BT;2010.0;1.0;CNE
201403;C04509;<=10;0;0;<24, 48];232.75;235.11;0.0;11/03/2014;8.0;3835.56;BT;2013.0;1.0;COEF
201403;C04510;>10;0;0;<24, 48];705.44;1091.4;0.0;03/03/2014;13.0;1061.26;BT;2011.0;0.0;CNE
201403;C04511;<=10;>0;0;>48;1785.62;1772.25;768.78;18/03/2014;11.0;59955.7;BT;2012.0;1.0;COEF
201403;C04512;>10;0;0;<24, 48];1635.38;0.0;0.0;17/03/2014;9.0;34508.4;BT;2012.0;1.0;CNE
201403;C04513;<=10;>0;1;<24, 48];1540.15;1540.15;0.0;11/03/2014;7.0;14653.4;BT;2013.0;0.0;CNE
201403;C04514;>10;0;0;<24, 48];709.29;709.29;0.0;19/03/2014;12.0;4324.86;BT;2012.0;0.0;CNE
201403;C04515;<=10;0;0;;1176.8;1771.29;;11/03/2014;14.0;6536.52;BT;2010.0;1.0;CNE
201403;C04516;<=10;0;0;<24, 48];1566.42;2354.63;1535.19;21/03/2014;11.0;14667.6;BT;2011.0;0.0;CNE
201403;C04518;;0;0;<24, 48];401.47;202.66;302.38;28/03/2014;19.0;1192.71;BT;2011.0;0.0;CNE
201403;C04519;>10;0;0;<24, 48];32.42;26.86;75.19;05/03/2014;10.0;4395.65;BT;2012.0;1.0;CNE
201403;C04520;<=10;>0;0;<24, 48];114.93;476.95;0.0;27/03/2014;9.0;8983.36;BT;2013.0;1.0;COEF
201403;C04521;>10;0;0;<24, 48];869.08;868.49;;04/03/2014;9.0;12859.9;BT;2012.0;1.0;CNE
201403;C04522;<=10;0;0;>48;521.96;524.46;524.52;20/03/2014;10.0;15206.3;BT;2013.0;1.0;CNE
201403;C04523;<=10;0;0;<24, 48];256.7;257.65;0.0;10/03/2014;14.0;6183.82;BT;2013.0;1.0;CNE
201403;C04525;;0;0;<24, 48];191.58;0.0;0.0;06/03/2014;12.0;2070.1;BT;2012.0;1.0;COEF
201403;C04526;<=10;0;0;<24, 48];586.06;588.01;588.01;26/03/2014;7.0;7968.49;BT;2012.0;1.0;CNE
201403;C04527;;0;0;<24, 48];563.21;566.39;0.0;24/03/2014;12.0;7961.02;BT;2012.0;1.0;CNE
201403;C04528;<=10;0;0;<24, 48];614.96;1233.74;0.0;19/03/2014;14.0;2943.9;BT;2010.0;1.0;CNE
201403;C04529;<=10;0;0;<=24;222.58;0.0;0.0;19/03/2014;15.0;1991.59;BT;2013.0;1.0;COEF
201403;C04531;;>0;1;<24, 48];640.57;1304.93;0.0;12/03/2014;9.0;14068.4;BT;2012.0;1.0;COEF
201403;C04532;;0;0;<24, 48];310.18;467.19;0.0;12/03/2014;12.0;1003.85;BT;2011.0;0.0;CNE
201403;C04534;<=10;0;0;<24, 48];203.35;408.46;0.0;26/03/2014;13.0;4696.53;BT;2013.0;1.0;CNE
201403;C04535;<=10;0;0;<=24;355.15;691.71;334.52;31/03/2014;16.0;1312.33;BT;2012.0;0.0;CNE
201403;C04536;<=10;0;0;<24, 48];888.09;888.84;0.0;04/03/2014;9.0;13619.6;BT;2012.0;1.0;CNE
201403;C04537;>10;>0;0;<24, 48];334.1;683.5;1035.11;31/03/2014;19.0;6556.38;BT;2012.0;1.0;CNE
201403;C04539;<=10;0;0;<24, 48];414.12;829.71;0.0;26/03/2014;9.0;8761.41;BT;2013.0;1.0;CNE
201403;C04540;;0;0;>48;245.86;0.09;245.88;03/03/2014;18.0;5410.92;BT;2011.0;1.0;CNE
201403;C04541;;0;0;<24, 48];35.81;35.81;197.9;21/03/2014;18.0;2081.74;BT;2012.0;1.0;CNE
201403;C04543;<=10;>0;1;>48;342.03;838.11;;14/03/2014;11.0;20596.0;BT;2012.0;1.0;CNE
201403;C04544;;0;0;>48;785.69;773.79;763.44;12/03/2014;10.0;14122.1;BT;2011.0;1.0;COEF
201403;C04545;;>0;0;<24, 48];73.21;571.3;655.2;07/03/2014;14.0;10848.8;BT;2013.0;1.0;COEF
201403;C04546;<=10;0;0;<24, 48];504.09;505.67;0.0;10/03/2014;8.0;10670.5;BT;2013.0;1.0;COEF
201403;C04547;>10;0;0;<24, 48];183.79;138.43;;28/03/2014;10.0;4575.27;BT;2011.0;1.0;COEF
201403;C04548;>10;>0;0;<24, 48];1317.85;1758.96;0.0;05/03/2014;11.0;3556.54;BT;2010.0;0.0;CNE
201403;C04549;>10;0;0;>48;513.31;513.27;513.16;03/03/2014;10.0;9478.07;BT;2012.0;1.0;COEF
201403;C04551;;0;0;;1602.09;2150.4;0.0;17/03/2014;9.0;3212.67;BT;2013.0;0.0;CNE
201403;C04554;>10;0;0;>48;750.94;1.89;;18/03/2014;11.0;33290.0;BT;2011.0;1.0;CNE
201403;C04555;<=10;0;0;<24, 48];823.61;0.0;;04/03/2014;10.0;24115.7;BT;2012.0;1.0;COEF
201403;C04557;;0;0;>48;187.15;187.46;375.26;20/03/2014;16.0;3027.57;BT;2011.0;1.0;CNE
201403;C04558;<=10;0;0;<24, 48];409.03;0.0;0.0;18/03/2014;7.0;5624.0;BT;2012.0;1.0;COEF
201403;C04559;;0;0;<=24;283.38;283.38;0.0;31/03/2014;17.0;1597.53;BT;2013.0;0.0;CNE
201403;C04560;;0;0;>48;1503.64;0.0;0.0;07/03/2014;8.0;14307.2;BT;2012.0;0.0;CNE
201403;C04561;;>0;0;<=24;835.87;835.87;0.0;14/03/2014;8.0;2311.76;BT;2013.0;0.0;CNE
201403;C04562;<=10;0;0;<24, 48];494.88;0.0;0.0;20/03/2014;14.0;9173.84;BT;2011.0;1.0;COEF
201403;C04563;;>0;0;>48;609.64;610.55;610.55;24/03/2014;14.0;13983.5;BT;2012.0;1.0;CNE
201403;C04564;<=10;0;0;>48;384.02;0.0;0.0;05/03/2014;20.0;5096.72;BT;2010.0;1.0;CNE
201403;C04566;>10;0;0;>48;374.34;0.0;;10/03/2014;13.0;5505.87;BT;2011.0;1.0;CNE
201403;C04567;;0;0;<24, 48];743.64;994.91;0.0;14/03/2014;9.0;5603.81;BT;2013.0;0.0;CNE
201403;C04568;;0;0;>48;156.47;313.66;0.0;31/03/2014;8.0;787.39;BT;2010.0;1.0;CNE
201403;C04569;<=10;0;0;<=24;268.39;270.02;0.0;13/03/2014;13.0;812.93;BT;2012.0;1.0;CNE
201403;C04570;>10;0;0;<24, 48];351.04;712.04;0.0;25/03/2014;10.0;3347.97;BT;2011.0;1.0;CNE
201403;C04571;<=10;0;0;<24, 48];328.3;0.0;0.0;05/03/2014;8.0;18350.9;BT;2013.0;1.0;COEF
201403;C04572;;0;0;;1377.74;3.67;;06/03/2014;11.0;56007.5;BT;2012.0;1.0;COEF
201403;C04573;;0;0;>48;310.85;0.0;0.0;12/03/2014;18.0;14293.5;BT;2012.0;1.0;COEF
201403;C04574;<=10;0;0;>48;534.53;1071.35;1071.35;28/03/2014;16.0;7285.0;BT;2011.0;1.0;CNE
201403;C04575;>10;0;0;<24, 48];362.34;363.43;0.0;24/03/2014;18.0;7633.76;BT;2012.0;1.0;CNE
201403;C04576;;>0;0;<24, 48];871.86;0.0;53.03;18/03/2014;11.0;15235.5;BT;2012.0;1.0;CNE
201403;C04577;<=10;0;0;>48;2259.6;2259.79;0.0;17/03/2014;8.0;70766.4;BT;2013.0;1.0;COEF
201403;C04578;>10;0;0;<24, 48];606.09;1214.23;270.14;28/03/2014;15.0;8287.14;BT;2011.0;1.0;CNE
201403;C04579;<=10;0;0;<24, 48];736.59;736.74;0.0;12/03/2014;10.0;15601.2;BT;2012.0;1.0;COEF
201403;C04581;;0;0;;1768.56;1048.31;0.0;14/03/2014;11.0;26740.2;BT;2012.0;0.0;COEF
201403;C04582;;>0;0;<24, 48];2271.34;0.0;0.0;03/03/2014;14.0;25107.4;BT;2012.0;0.0;COEF
201403;C04583;<=10;0;0;<24, 48];180.28;0.0;0.0;17/03/2014;14.0;1062.82;BT;2011.0;1.0;COEF
201403;C04585;<=10;0;0;<24, 48];498.85;499.09;0.0;20/03/2014;7.0;13069.8;BT;2014.0;1.0;COEF
201403;C04586;<=10;0;0;<24, 48];2141.4;2873.5;0.0;05/03/2014;8.0;20278.3;BT;2013.0;0.0;CNE
201403;C04587;>10;0;0;;510.21;0.0;0.0;04/03/2014;11.0;9407.03;BT;2012.0;1.0;COEF
201403;C04588;>10;>0;0;;1208.92;1208.92;0.0;21/03/2014;7.0;3212.57;BT;2011.0;0.0;CNE
201403;C04589;<=10;0;0;>48;2104.85;2396.91;1291.59;24/03/2014;7.0;49478.2;BT;2012.0;1.0;COEF
201403;C04590;<=10;0;0;>48;735.55;1472.6;0.0;04/03/2014;10.0;15544.5;BT;2012.0;1.0;COEF
201403;C04591;<=10;0;0;>48;2130.15;649.99;0.0;05/03/2014;15.0;79570.6;BT;2013.0;1.0;CNE
201403;C04592;>10;0;0;<24, 48];413.92;0.58;413.51;10/03/2014;14.0;3268.84;BT;2011.0;1.0;CNE
201403;C04594;;0;0;<24, 48];235.46;235.75;;20/03/2014;15.0;2571.86;BT;2012.0;1.0;CNE
201403;C04596;<=10;0;0;;1698.37;1698.37;846.05;19/03/2014;14.0;21930.1;BT;2013.0;1.0;CNE
201403;C04597;;0;0;<24, 48];659.52;756.73;0.0;06/03/2014;14.0;16801.9;BT;2013.0;1.0;CNE
201403;C04598;>10;0;0;<24, 48];336.59;74.87;250.77;18/03/2014;19.0;3797.1;BT;2012.0;1.0;CNE
201403;C04599;;0;0;>48;552.74;1125.19;;11/03/2014;13.0;12144.6;BT;2012.0;1.0;CNE
201403;C04600;;0;0;<=24;141.93;0.0;0.0;05/03/2014;9.0;863.48;BT;2013.0;1.0;CNE
201403;C04601;<=10;0;0;<24, 48];164.04;328.49;493.61;05/03/2014;9.0;3544.89;BT;2012.0;1.0;CNE
201403;C04602;;0;0;<24, 48];415.64;0.0;0.0;18/03/2014;7.0;16983.8;BT;2014.0;1.0;CNE
201403;C04603;<=10;0;0;<24, 48];56.47;0.0;0.0;11/03/2014;11.0;9904.8;BT;2013.0;1.0;CNE
201403;C04604;<=10;0;0;<24, 48];81.37;72.96;0.0;07/03/2014;10.0;5019.99;BT;2013.0;1.0;CNE
201403;C04605;<=10;0;0;<24, 48];406.06;0.0;0.0;11/03/2014;12.0;18313.8;BT;2012.0;1.0;CNE
201403;C04606;;0;0;<24, 48];894.35;135.53;0.0;21/03/2014;9.0;10240.5;BT;2012.0;0.0;CNE
201403;C04609;<=10;0;0;>48;3448.24;4619.45;0.0;18/03/2014;8.0;31361.6;BT;2011.0;0.0;CNE
201403;C04610;<=10;0;0;<24, 48];82.41;0.0;0.0;04/03/2014;8.0;7811.9;BT;2013.0;1.0;CNE
201403;C04611;>10;>0;0;<24, 48];166.19;332.75;0.0;21/03/2014;14.0;3049.09;BT;2011.0;1.0;CNE
201403;C04612;<=10;0;0;<24, 48];285.81;286.27;174.29;07/03/2014;12.0;5183.4;BT;2013.0;1.0;CNE
201403;C04615;;0;0;>48;411.61;228.11;;26/03/2014;11.0;25413.3;BT;2012.0;1.0;CNE
201403;C04616;<=10;0;0;>48;188.96;200.4;0.0;13/03/2014;18.0;5443.95;BT;2013.0;1.0;CNE
201403;C04617;<=10;0;0;>48;1457.24;0.0;0.0;04/03/2014;7.0;39613.2;BT;2011.0;1.0;COEF
201403;C04618;<=10;0;0;>48;595.24;0.0;0.0;14/03/2014;18.0;39098.4;BT;2011.0;1.0;CNE
201403;C04619;<=10;>0;0;>48;326.78;0.0;0.0;25/03/2014;11.0;9552.0;BT;2013.0;1.0;COEF
201403;C04620;<=10;0;0;>48;362.53;0.0;0.0;04/03/2014;16.0;7362.74;BT;2012.0;1.0;COEF
201403;C04621;;0;0;>48;195.34;192.45;307.09;05/03/2014;11.0;668.52;BT;2010.0;1.0;CNE
201403;C04622;;0;0;>48;657.4;0.0;0.0;06/03/2014;20.0;10342.9;BT;2011.0;1.0;COEF
201403;C04623;<=10;0;0;>48;107.8;0.0;1710.42;04/03/2014;18.0;53983.6;BT;2012.0;1.0;COEF
201403;C04624;<=10;0;0;<=24;129.72;0.0;0.0;10/03/2014;7.0;4275.32;BT;2013.0;1.0;COEF
201403;C04625;<=10;0;0;<24, 48];68.82;0.0;0.0;12/03/2014;8.0;771.22;BT;2011.0;1.0;CNE
201403;C04627;<=10;0;0;<24, 48];1063.71;1070.63;0.0;19/03/2014;12.0;34997.1;BT;2013.0;1.0;CNE
201403;C04629;;>0;0;<24, 48];298.76;372.39;0.0;20/03/2014;16.0;646.6;BT;2010.0;1.0;CNE
201403;C04630;;>0;1;<24, 48];256.58;514.75;773.75;20/03/2014;15.0;4536.67;BT;2013.0;1.0;COEF
201403;C04631;<=10;0;0;>48;559.32;527.5;0.0;18/03/2014;8.0;17127.8;BT;2013.0;1.0;COEF
201403;C04632;<=10;0;0;<24, 48];882.79;1180.57;0.0;13/03/2014;10.0;6016.99;BT;2013.0;0.0;CNE
201403;C04633;>10;0;0;<24, 48];319.42;146.61;0.0;12/03/2014;20.0;3258.22;BT;2012.0;1.0;CNE
201403;C04634;<=10;0;0;<=24;1003.59;1455.17;0.0;05/03/2014;8.0;2197.52;BT;2013.0;0.0;CNE
201403;C04635;<=10;0;0;<=24;220.21;449.8;0.0;05/03/2014;7.0;3881.14;BT;2014.0;1.0;CNE
201403;C04637;<=10;0;0;<24, 48];584.43;577.07;577.28;07/03/2014;10.0;10810.1;BT;2012.0;1.0;COEF
201403;C04639;;0;0;<24, 48];489.13;0.0;502.02;04/03/2014;19.0;10269.6;BT;2013.0;1.0;COEF
201403;C04640;<=10;0;0;<24, 48];420.62;420.87;420.87;20/03/2014;13.0;7379.69;BT;2013.0;1.0;CNE
201403;C04642;<=10;0;0;>48;527.94;528.05;528.05;18/03/2014;12.0;15535.3;BT;2014.0;1.0;CNE
201403;C04645;;0;0;<24, 48];646.95;0.0;0.0;13/03/2014;8.0;11890.8;BT;2011.0;1.0;CNE
201403;C04647;;0;0;<24, 48];287.39;576.18;;21/03/2014;9.0;7206.27;BT;2013.0;1.0;CNE
201403;C04648;<=10;>0;0;<24, 48];575.55;682.79;;26/03/2014;10.0;22298.7;BT;2013.0;1.0;COEF
201403;C04650;<=10;0;0;<24, 48];915.84;915.81;0.0;14/03/2014;8.0;23938.5;BT;2014.0;1.0;CNE
201403;C04651;>10;0;0;<24, 48];1335.81;1877.78;0.0;26/03/2014;20.0;10923.6;BT;2011.0;0.0;CNE
201403;C04652;;0;0;<24, 48];382.56;382.97;0.0;13/03/2014;19.0;9655.48;BT;2013.0;1.0;CNE
201403;C04653;<=10;0;0;<24, 48];243.75;129.97;243.12;13/03/2014;15.0;922.63;BT;2011.0;1.0;CNE
201403;C04654;<=10;0;0;>48;797.61;799.9;;10/03/2014;8.0;23021.1;BT;2013.0;1.0;CNE
201403;C04655;<=10;0;0;<24, 48];391.52;0.0;0.0;11/03/2014;12.0;18037.7;BT;2012.0;1.0;COEF
201403;C04656;;0;0;;783.19;546.79;359.27;10/03/2014;7.0;12873.1;BT;2012.0;1.0;COEF
201403;C04657;<=10;0;0;>48;231.3;0.0;0.0;04/03/2014;15.0;16382.7;BT;2012.0;1.0;CNE
201403;C04658;<=10;0;0;>48;437.52;0.0;;06/03/2014;9.0;14936.7;BT;2012.0;1.0;COEF
201403;C04659;;0;0;>48;817.84;0.0;0.0;07/03/2014;11.0;25652.5;BT;2013.0;1.0;CNE
201403;C04660;;0;0;<24, 48];585.88;0.0;0.0;11/03/2014;7.0;17499.7;BT;2013.0;1.0;COEF
201403;C04661;>10;0;0;<24, 48];549.43;549.28;;06/03/2014;10.0;7115.31;BT;2012.0;1.0;CNE
201403;C04663;>10;0;0;;344.95;660.16;0.0;12/03/2014;8.0;11580.4;BT;2011.0;1.0;COEF
201403;C04664;<=10;0;0;<24, 48];322.82;0.0;313.94;11/03/2014;10.0;1036.03;BT;2012.0;1.0;CNE
201403;C04665;<=10;>0;0;>48;707.28;0.0;0.0;12/03/2014;9.0;20845.1;BT;2012.0;1.0;COEF
201403;C04666;<=10;0;0;<24, 48];520.3;520.93;0.0;11/03/2014;14.0;12924.6;BT;2013.0;1.0;CNE
201403;C04667;<=10;>0;0;>48;475.4;471.24;469.11;28/03/2014;8.0;10499.2;BT;2012.0;1.0;COEF
201403;C04668;;0;0;<=24;1042.67;947.7;254.66;27/03/2014;9.0;15529.2;BT;2013.0;1.0;COEF
201403;C04671;;>0;1;>48;22.92;116.66;0.0;25/03/2014;17.0;30473.8;BT;2012.0;1.0;CNE
201403;C04672;<=10;0;0;>48;716.83;715.91;0.0;04/03/2014;9.0;17882.0;BT;2012.0;1.0;COEF
201403;C04674;;>0;1;<24, 48];307.95;617.88;928.66;21/03/2014;13.0;2731.08;BT;2011.0;1.0;CNE
201403;C04675;<=10;0;0;>48;422.32;652.42;0.0;04/03/2014;11.0;39614.5;BT;2013.0;1.0;CNE
201403;C04676;<=10;0;0;<24, 48];391.03;391.53;0.0;07/03/2014;11.0;8166.25;BT;2013.0;1.0;CNE
201403;C04678;<=10;0;0;<=24;1763.77;2360.9;0.0;27/03/2014;12.0;8136.67;BT;2013.0;0.0;CNE
201403;C04680;>10;0;0;;288.11;10.27;0.0;19/03/2014;18.0;3755.87;BT;2010.0;1.0;CNE
201403;C04681;<=10;>0;0;<24, 48];1561.11;1561.11;0.0;25/03/2014;11.0;13205.8;BT;2013.0;0.0;CNE
201403;C04682;<=10;0;0;<24, 48];1872.32;3748.38;0.0;14/03/2014;19.0;48283.8;BT;2012.0;1.0;CNE
201403;C04683;>10;0;0;<24, 48];108.52;41.9;7.47;17/03/2014;11.0;4415.79;BT;2012.0;1.0;CNE
201403;C04684;<=10;0;0;>48;110.8;0.0;0.0;07/03/2014;15.0;18761.1;BT;2013.0;1.0;CNE
201403;C04686;<=10;0;0;<=24;169.49;0.0;0.0;06/03/2014;11.0;1853.96;BT;2013.0;1.0;COEF
201403;C04687;;0;0;<=24;418.66;839.46;0.0;03/03/2014;14.0;4048.98;BT;2013.0;0.0;CNE
201403;C04690;<=10;0;0;<24, 48];1213.55;0.0;;06/03/2014;8.0;29967.7;BT;2013.0;1.0;CNE
201403;C04691;<=10;0;0;>48;72.09;0.0;;06/03/2014;9.0;29267.4;BT;2013.0;1.0;COEF
201403;C04692;>10;0;0;>48;740.21;1015.61;0.0;04/03/2014;8.0;50549.0;BT;2012.0;1.0;COEF
201403;C04693;<=10;0;0;<24, 48];230.31;231.09;462.42;06/03/2014;14.0;5660.23;BT;2013.0;1.0;CNE
201403;C04694;<=10;0;0;<24, 48];573.16;139.06;0.0;06/03/2014;8.0;32754.5;BT;2014.0;1.0;CNE
201403;C04695;<=10;0;0;<24, 48];22.22;122.25;0.0;11/03/2014;15.0;17452.1;BT;2013.0;1.0;CNE
201403;C04696;<=10;0;0;>48;590.32;1181.72;591.15;21/03/2014;16.0;16949.0;BT;2013.0;1.0;CNE
201403;C04697;<=10;0;0;>48;560.02;1120.94;0.0;26/03/2014;9.0;15644.6;BT;2013.0;1.0;CNE
201403;C04698;>10;0;0;<24, 48];340.94;337.46;0.0;04/03/2014;16.0;7695.46;BT;2012.0;1.0;CNE
201403;C04699;;>0;0;<24, 48];623.95;1569.4;0.0;19/03/2014;12.0;6841.19;BT;2010.0;0.0;COEF
201403;C04700;<=10;0;0;<24, 48];529.15;529.15;;20/03/2014;11.0;14244.0;BT;2013.0;1.0;CNE
201403;C04701;>10;0;0;<24, 48];581.83;685.96;0.0;05/03/2014;11.0;11329.6;BT;2011.0;1.0;CNE
201403;C04704;<=10;0;0;<24, 48];1768.47;0.0;0.0;25/03/2014;13.0;42954.8;BT;2012.0;1.0;COEF
201403;C04705;<=10;0;0;;1029.64;0.0;0.0;05/03/2014;7.0;4295.95;BT;2011.0;0.0;CNE
201403;C04706;<=10;0;0;<=24;358.67;0.0;;26/03/2014;20.0;2237.18;BT;2013.0;0.0;CNE
201403;C04707;>10;>0;0;<24, 48];1910.59;0.0;0.0;25/03/2014;16.0;15917.4;BT;2012.0;0.0;COEF
201403;C04708;>10;0;0;>48;143.58;143.78;;07/03/2014;9.0;2770.73;BT;2012.0;1.0;CNE
201403;C04709;>10;0;0;<24, 48];839.36;0.0;0.0;04/03/2014;9.0;21053.3;BT;2012.0;1.0;CNE
201403;C04710;<=10;>0;0;>48;1663.63;2232.82;0.0;24/03/2014;7.0;16228.6;BT;2012.0;0.0;CNE
201403;C04712;;0;0;;943.55;1421.85;;31/03/2014;12.0;8503.16;BT;2011.0;0.0;CNE
201403;C04713;;>0;1;<24, 48];536.69;1050.17;1567.2;28/03/2014;13.0;5814.53;BT;2012.0;0.0;COEF
201403;C04714;>10;>0;0;;1248.27;1247.59;1249.03;12/03/2014;8.0;19612.6;BT;2011.0;1.0;COEF
201403;C04715;;0;0;<24, 48];962.29;1391.33;0.0;24/03/2014;20.0;6564.5;BT;2011.0;0.0;CNE
201403;C04716;<=10;0;0;<=24;1536.95;1543.87;1536.51;19/03/2014;9.0;11800.1;BT;2012.0;1.0;CNE
201403;C04717;<=10;0;0;<24, 48];608.04;0.0;0.0;05/03/2014;14.0;19080.6;BT;2013.0;1.0;CNE
201403;C04718;<=10;0;0;<24, 48];519.57;516.01;640.42;19/03/2014;14.0;11257.1;BT;2013.0;1.0;CNE
201403;C04720;<=10;0;0;;1015.13;161.81;0.0;05/03/2014;18.0;23444.5;BT;2012.0;1.0;CNE
201403;C04722;<=10;0;0;<24, 48];90.9;304.3;;05/03/2014;9.0;6561.41;BT;2013.0;1.0;CNE
201403;C04723;;0;0;<=24;564.23;564.23;0.0;28/03/2014;12.0;3592.69;BT;2013.0;0.0;CNE
201403;C04724;<=10;0;0;<24, 48];412.19;0.0;;06/03/2014;7.0;12499.6;BT;2013.0;1.0;CNE
201403;C04725;<=10;0;0;<24, 48];579.7;587.15;0.0;31/03/2014;14.0;14865.5;BT;2013.0;1.0;CNE
201403;C04726;<=10;0;0;>48;656.57;0.0;0.0;18/03/2014;13.0;20879.3;BT;2013.0;1.0;CNE
201403;C04727;<=10;0;0;<24, 48];645.19;655.62;0.0;06/03/2014;14.0;18358.9;BT;2013.0;1.0;CNE
201403;C04728;>10;0;0;<24, 48];364.77;364.27;363.83;12/03/2014;7.0;5269.41;BT;2010.0;1.0;COEF
201403;C04729;>10;0;0;;83.96;133.13;133.1;04/03/2014;8.0;1570.19;BT;2012.0;1.0;COEF
201403;C04731;;0;0;<24, 48];800.42;0.0;1054.23;10/03/2014;20.0;28025.9;BT;2012.0;1.0;CNE
201403;C04733;<=10;0;0;<24, 48];47.3;0.0;220.91;11/03/2014;7.0;4041.9;BT;2013.0;1.0;CNE
201403;C04734;>10;0;0;>48;271.98;0.0;0.0;03/03/2014;15.0;7247.77;BT;2010.0;1.0;COEF
201403;C04737;>10;0;0;>48;467.12;935.81;0.0;21/03/2014;17.0;4306.08;BT;2010.0;1.0;CNE
201403;C04738;<=10;0;0;>48;3116.5;3116.5;0.0;21/03/2014;12.0;31527.0;BT;2012.0;0.0;CNE
201403;C04739;<=10;0;0;>48;159.03;0.0;0.0;05/03/2014;8.0;25900.7;BT;2013.0;1.0;COEF
201403;C04740;;0;0;<24, 48];54.15;0.0;0.0;07/03/2014;11.0;18137.6;BT;2013.0;1.0;COEF
