MES;CLIENTE;NRO_VEC_COB;PDPs_ROTAS;ESTADO_PDP;NRO_CUOTAS;MES_0;MES_1;MES_2;FECHALLAMADA;HORA;DEUDA_TOTAL;ESTATUS;ACTIVACION;MORA;TIPOCONTACTO
201402;C01855;<=10;0;0;<=24;216.39;0.0;217.4;19/02/2014;12.0;1399.89;BT;2013.0;1.0;COEF
201402;C01856;<=10;0;0;;407.55;407.83;0.43;05/02/2014;7.0;7939.39;BT;2013.0;1.0;COEF
201402;C01857;>10;>0;0;<24, 48];234.07;233.85;234.14;28/02/2014;9.0;1288.02;BT;2011.0;1.0;CNE
201402;C01858;;>0;0;<24, 48];1709.04;0.0;0.0;19/02/2014;16.0;9630.36;BT;2012.0;0.0;CNE
201402;C01860;<=10;>0;0;<24, 48];723.52;540.18;540.18;20/02/2014;18.0;7631.27;BT;2012.0;0.0;COEF
201402;C01861;<=10;0;0;<24, 48];278.19;0.0;0.0;03/02/2014;15.0;14232.5;BT;2013.0;1.0;CNE
201402;C01863;;>0;0;>48;75.63;267.94;0.0;17/02/2014;15.0;5746.64;BT;2011.0;1.0;COEF
201402;C01865;>10;0;0;<=24;562.33;0.0;0.0;04/02/2014;19.0;1135.67;BT;2012.0;1.0;CNE
201402;C01866;<=10;0;0;;694.16;1043.22;0.0;17/02/2014;15.0;7579.82;BT;2013.0;0.0;CNE
201402;C01867;;0;0;;735.6;1471.42;0.0;26/02/2014;13.0;22031.6;BT;2013.0;1.0;CNE
201402;C01869;;0;0;<24, 48];256.65;0.0;0.0;05/02/2014;20.0;4370.79;BT;2013.0;1.0;CNE
201402;C01871;<=10;0;0;>48;54.2;0.0;0.0;05/02/2014;9.0;10003.5;BT;2013.0;1.0;CNE
201402;C01872;<=10;0;0;<=24;300.17;297.89;230.08;11/02/2014;7.0;2673.71;BT;2013.0;1.0;CNE
201402;C01873;>10;0;0;<24, 48];160.31;0.0;0.0;20/02/2014;8.0;2450.71;BT;2011.0;1.0;CNE
201402;C01875;<=10;0;0;<24, 48];158.06;158.58;0.0;07/02/2014;12.0;6038.81;BT;2013.0;1.0;CNE
201402;C01876;<=10;0;0;>48;211.91;228.71;219.6;11/02/2014;20.0;5823.99;BT;2013.0;1.0;COEF
201402;C01877;<=10;0;0;<=24;627.85;1260.52;37.35;13/02/2014;10.0;11267.5;BT;2013.0;1.0;CNE
201402;C01878;<=10;0;0;>48;187.68;0.0;721.47;03/02/2014;16.0;22363.8;BT;2013.0;1.0;CNE
201402;C01879;>10;0;0;<24, 48];879.05;437.16;0.0;12/02/2014;10.0;6450.56;BT;2012.0;0.0;CNE
201402;C01881;>10;0;0;;224.48;224.59;224.85;10/02/2014;7.0;1848.48;BT;2011.0;1.0;COEF
201402;C01882;<=10;>0;0;<24, 48];1167.15;0.0;0.0;06/02/2014;15.0;3814.1;BT;2012.0;0.0;CNE
201402;C01883;>10;0;0;>48;113.7;244.24;59.57;21/02/2014;7.0;2042.03;BT;2010.0;1.0;CNE
201402;C01884;;0;0;<24, 48];289.58;0.0;297.58;05/02/2014;10.0;6512.6;BT;2012.0;1.0;COEF
201402;C01885;<=10;0;0;<24, 48];1112.36;0.0;0.0;05/02/2014;14.0;4015.67;BT;2012.0;0.0;CNE
201402;C01886;<=10;>0;0;;1396.72;0.0;0.0;05/02/2014;16.0;10544.1;BT;2013.0;0.0;CNE
201402;C01887;;0;0;<24, 48];138.63;133.13;142.9;04/02/2014;9.0;968.94;BT;2011.0;1.0;CNE
201402;C01889;;0;0;<24, 48];683.67;680.32;665.88;12/02/2014;12.0;16757.6;BT;2012.0;1.0;COEF
201402;C01890;<=10;0;0;<=24;635.78;637.46;0.0;19/02/2014;18.0;635.11;BT;2013.0;0.0;CNE
201402;C01892;<=10;0;0;;202.46;0.0;0.0;12/02/2014;9.0;2382.5;BT;2012.0;1.0;CNE
201402;C01893;>10;0;0;<24, 48];44.57;0.0;0.0;21/02/2014;8.0;1731.05;BT;2011.0;1.0;COEF
201402;C01894;<=10;0;0;<24, 48];36.48;251.23;308.77;03/02/2014;16.0;12723.7;BT;2013.0;1.0;CNE
201402;C01896;>10;>0;0;<24, 48];725.79;0.0;0.0;05/02/2014;12.0;3099.23;BT;2012.0;0.0;CNE
201402;C01897;;0;0;<24, 48];776.6;785.89;1050.63;07/02/2014;11.0;5212.02;BT;2013.0;0.0;CNE
201402;C01898;>10;>0;0;<24, 48];326.65;0.0;0.0;21/02/2014;15.0;1357.68;BT;2011.0;1.0;CNE
201402;C01900;;0;0;<24, 48];455.71;0.0;0.0;05/02/2014;11.0;8043.44;BT;2012.0;1.0;CNE
201402;C01901;<=10;0;0;>48;684.82;0.0;0.0;10/02/2014;13.0;21898.7;BT;2013.0;1.0;CNE
201402;C01904;<=10;0;0;<=24;341.91;0.0;341.67;25/02/2014;13.0;5511.33;BT;2013.0;1.0;CNE
201402;C01906;<=10;0;0;;466.22;302.03;471.11;06/02/2014;10.0;13489.2;BT;2013.0;1.0;CNE
201402;C01907;>10;0;0;<24, 48];336.53;336.6;;21/02/2014;7.0;4540.3;BT;2012.0;1.0;COEF
201402;C01909;;0;0;>48;468.14;0.0;0.0;03/02/2014;11.0;12716.3;BT;2013.0;1.0;CNE
201402;C01910;<=10;0;0;<24, 48];300.54;394.94;;03/02/2014;9.0;14007.8;BT;2011.0;1.0;CNE
201402;C01911;<=10;0;0;<=24;368.97;827.12;;27/02/2014;15.0;1700.54;BT;2012.0;1.0;COEF
201402;C01912;>10;0;0;<24, 48];65.33;81.8;11.49;06/02/2014;15.0;1051.6;BT;2011.0;1.0;CNE
201402;C01913;<=10;0;0;<24, 48];228.05;499.26;;24/02/2014;9.0;19146.0;BT;2013.0;1.0;CNE
201402;C01914;>10;0;0;<24, 48];290.61;286.47;;17/02/2014;13.0;4864.59;BT;2012.0;1.0;COEF
201402;C01915;;0;0;;256.57;0.0;609.09;18/02/2014;13.0;556.11;BT;2012.0;1.0;CNE
201402;C01917;<=10;>0;0;<=24;649.45;651.01;1328.74;21/02/2014;18.0;4512.14;BT;2013.0;1.0;COEF
201402;C01918;<=10;0;0;<24, 48];956.24;1057.15;925.98;11/02/2014;7.0;29963.6;BT;2013.0;1.0;COEF
201402;C01921;;0;0;>48;284.66;0.0;955.4;21/02/2014;15.0;1168.24;BT;2011.0;1.0;CNE
201402;C01922;;0;0;>48;519.25;529.85;0.0;19/02/2014;7.0;4575.77;BT;2011.0;0.0;CNE
201402;C01924;;0;0;>48;171.62;507.63;0.0;05/02/2014;20.0;8468.82;BT;2013.0;0.0;CNE
201402;C01925;>10;>0;0;>48;1514.24;0.0;0.0;18/02/2014;14.0;11162.0;BT;2012.0;0.0;CNE
201402;C01926;>10;0;0;;381.13;380.49;379.03;24/02/2014;16.0;4560.06;BT;2011.0;1.0;COEF
201402;C01927;<=10;0;0;<=24;623.58;632.94;0.0;24/02/2014;8.0;622.91;BT;2013.0;0.0;CNE
201402;C01929;<=10;0;0;<=24;246.83;0.0;270.86;04/02/2014;9.0;3126.17;BT;2013.0;1.0;COEF
201402;C01930;>10;>0;0;>48;618.22;1221.22;215.05;28/02/2014;7.0;10425.5;BT;2011.0;1.0;COEF
201402;C01931;>10;0;0;<=24;219.91;220.43;0.0;03/02/2014;13.0;658.35;BT;2012.0;1.0;COEF
201402;C01932;<=10;>0;0;<=24;748.77;0.0;0.0;05/02/2014;7.0;4337.14;BT;2013.0;0.0;COEF
201402;C01933;<=10;0;0;<24, 48];418.58;0.0;0.0;19/02/2014;18.0;8512.7;BT;2012.0;1.0;COEF
201402;C01934;<=10;>0;0;<24, 48];2184.21;0.0;0.0;26/02/2014;16.0;21899.2;BT;2013.0;0.0;CNE
201402;C01935;>10;0;0;;225.19;0.0;0.0;03/02/2014;11.0;2769.15;BT;2012.0;1.0;COEF
201402;C01937;<=10;0;0;>48;319.81;205.24;0.0;13/02/2014;14.0;13141.9;BT;2012.0;1.0;CNE
201402;C01938;<=10;0;0;>48;819.77;845.2;0.0;26/02/2014;14.0;21800.5;BT;2012.0;1.0;COEF
201402;C01939;;>0;0;<24, 48];1451.25;0.0;732.68;03/02/2014;9.0;21040.6;BT;2013.0;0.0;COEF
201402;C01940;;0;0;>48;940.85;0.0;0.0;04/02/2014;13.0;56172.7;BT;2013.0;1.0;COEF
201402;C01941;;0;0;<24, 48];40.0;360.97;373.71;03/02/2014;13.0;5731.27;BT;2011.0;1.0;COEF
201402;C01943;<=10;0;0;<24, 48];26.0;32.76;33.0;25/02/2014;7.0;13656.6;BT;2013.0;1.0;CNE
201402;C01946;<=10;>0;0;<=24;459.78;0.0;0.0;26/02/2014;14.0;3091.65;BT;2013.0;0.0;CNE
201402;C01947;<=10;0;0;<24, 48];380.52;0.0;0.0;03/02/2014;9.0;10071.4;BT;2012.0;1.0;CNE
201402;C01951;<=10;0;0;<24, 48];265.62;0.0;0.0;14/02/2014;14.0;5390.46;BT;2013.0;1.0;CNE
201402;C01956;<=10;>0;0;<=24;303.26;334.11;334.11;12/02/2014;15.0;2546.17;BT;2013.0;0.0;CNE
201402;C01957;<=10;0;0;<24, 48];666.41;689.48;1.25;10/02/2014;17.0;18180.1;BT;2012.0;1.0;CNE
201402;C01958;<=10;0;0;<24, 48];115.26;115.35;129.17;04/02/2014;7.0;2492.8;BT;2013.0;1.0;CNE
201402;C01960;<=10;>0;0;<=24;1121.7;0.0;0.0;24/02/2014;15.0;6691.75;BT;2013.0;0.0;CNE
201402;C01962;<=10;>0;0;<=24;397.55;790.47;790.47;18/02/2014;8.0;5348.76;BT;2013.0;0.0;CNE
201402;C01964;<=10;0;0;<24, 48];550.56;138.74;47.04;21/02/2014;10.0;12932.5;BT;2012.0;1.0;COEF
201402;C01965;<=10;0;0;<24, 48];330.6;0.0;0.0;07/02/2014;7.0;7283.68;BT;2013.0;1.0;COEF
201402;C01966;;0;0;>48;30.47;0.0;0.0;10/02/2014;14.0;36390.7;BT;2012.0;1.0;CNE
201402;C01967;<=10;>0;1;<24, 48];3010.78;4024.28;0.0;19/02/2014;14.0;31064.5;BT;2013.0;0.0;CNE
201402;C01968;<=10;0;0;<24, 48];628.86;0.0;;18/02/2014;9.0;17726.7;BT;2013.0;1.0;CNE
201402;C01969;<=10;0;0;>48;657.45;0.0;0.0;06/02/2014;8.0;25060.5;BT;2013.0;1.0;COEF
201402;C01970;;0;0;<24, 48];293.95;298.83;277.92;07/02/2014;10.0;3727.16;BT;2012.0;1.0;CNE
201402;C01971;<=10;0;0;<=24;126.32;0.0;35.33;14/02/2014;14.0;2143.31;BT;2013.0;1.0;CNE
201402;C01973;<=10;0;0;<24, 48];606.4;608.62;;04/02/2014;13.0;12728.3;BT;2013.0;1.0;CNE
201402;C01975;<=10;0;0;<24, 48];1340.36;0.0;;04/02/2014;9.0;11573.3;BT;2012.0;0.0;COEF
201402;C01976;>10;0;0;<24, 48];244.38;244.5;244.65;24/02/2014;12.0;3091.12;BT;2012.0;1.0;CNE
201402;C01977;;0;0;<24, 48];448.21;0.0;0.0;17/02/2014;8.0;2775.07;BT;2012.0;0.0;CNE
201402;C01978;<=10;0;0;<24, 48];590.47;596.57;545.33;25/02/2014;16.0;17072.4;BT;2013.0;1.0;CNE
201402;C01979;<=10;0;0;>48;456.65;0.0;66.45;04/02/2014;8.0;11276.3;BT;2013.0;1.0;CNE
201402;C01980;>10;>0;0;>48;117.63;236.72;119.33;20/02/2014;9.0;2137.1;BT;2012.0;1.0;CNE
201402;C01981;;0;0;<24, 48];873.5;0.0;;28/02/2014;10.0;10901.1;BT;2012.0;0.0;CNE
201402;C01984;<=10;>0;0;>48;1598.81;0.0;0.0;21/02/2014;11.0;18801.3;BT;2012.0;0.0;COEF
201402;C01985;<=10;0;0;<24, 48];715.13;0.0;0.0;20/02/2014;11.0;4458.61;BT;2012.0;0.0;CNE
201402;C01986;<=10;0;0;<24, 48];374.95;750.7;1127.68;10/02/2014;13.0;8796.94;BT;2013.0;1.0;CNE
201402;C01987;>10;>0;0;<24, 48];711.58;0.9;0.34;07/02/2014;14.0;8212.19;BT;2011.0;0.0;CNE
201402;C01988;>10;>0;0;<24, 48];347.97;348.62;697.98;14/02/2014;11.0;1902.73;BT;2011.0;1.0;CNE
201402;C01989;<=10;0;0;<24, 48];278.96;559.84;843.05;03/02/2014;15.0;5245.11;BT;2013.0;1.0;CNE
201402;C01990;<=10;0;0;;578.78;580.61;1225.73;03/02/2014;10.0;1753.16;BT;2013.0;1.0;COEF
201402;C01992;>10;0;0;<24, 48];240.41;237.34;240.52;13/02/2014;12.0;2160.67;BT;2011.0;1.0;CNE
201402;C01993;<=10;0;0;<24, 48];137.66;0.0;137.7;20/02/2014;7.0;3954.22;BT;2013.0;1.0;COEF
201402;C01994;;0;0;>48;197.5;0.0;290.54;07/02/2014;9.0;7608.6;BT;2013.0;1.0;CNE
201402;C01995;<=10;0;0;<24, 48];179.07;0.0;;14/02/2014;9.0;3780.38;BT;2013.0;1.0;CNE
201402;C01996;<=10;0;0;<24, 48];450.1;0.0;0.0;06/02/2014;10.0;12130.9;BT;2013.0;1.0;CNE
201402;C01998;<=10;0;0;<24, 48];363.64;83.85;0.0;04/02/2014;16.0;8807.29;BT;2013.0;1.0;COEF
201402;C01999;<=10;0;0;>48;1423.62;2144.99;0.0;26/02/2014;14.0;16982.9;BT;2012.0;0.0;CNE
201402;C02001;<=10;>0;0;<24, 48];570.02;0.0;910.66;20/02/2014;12.0;5490.05;BT;2013.0;0.0;CNE
201402;C02003;<=10;0;0;<24, 48];201.93;0.0;0.0;13/02/2014;10.0;16006.2;BT;2013.0;1.0;CNE
201402;C02004;>10;0;0;>48;598.97;599.04;0.0;10/02/2014;15.0;38683.6;BT;2011.0;1.0;CNE
201402;C02005;<=10;0;0;>48;581.07;0.61;;04/02/2014;14.0;16259.5;BT;2013.0;1.0;CNE
201402;C02008;;0;0;<24, 48];156.61;242.99;0.0;13/02/2014;8.0;4464.67;BT;2013.0;1.0;CNE
201402;C02009;<=10;0;0;<=24;313.31;311.96;311.84;28/02/2014;17.0;3054.68;BT;2013.0;1.0;CNE
201402;C02010;>10;0;0;<24, 48];527.48;859.91;1194.38;05/02/2014;14.0;2627.96;BT;2011.0;0.0;CNE
201402;C02011;;0;0;>48;577.6;577.82;579.56;28/02/2014;20.0;7567.24;BT;2011.0;1.0;CNE
201402;C02013;<=10;0;0;<=24;361.25;0.0;0.0;04/02/2014;15.0;5583.84;BT;2013.0;1.0;COEF
201402;C02014;<=10;0;0;<=24;183.69;0.0;0.0;26/02/2014;8.0;2627.52;BT;2013.0;1.0;CNE
201402;C02015;<=10;0;0;;171.22;171.31;0.0;03/02/2014;11.0;3061.31;BT;2013.0;1.0;CNE
201402;C02016;<=10;0;0;<24, 48];310.01;0.0;313.1;06/02/2014;15.0;6833.32;BT;2013.0;1.0;CNE
201402;C02017;;0;0;<24, 48];327.44;23.44;537.0;18/02/2014;14.0;10983.1;BT;2012.0;1.0;CNE
201402;C02018;;0;0;>48;4059.9;0.0;0.0;18/02/2014;7.0;73187.8;BT;2012.0;0.0;CNE
201402;C02019;>10;0;0;<24, 48];393.53;413.43;;04/02/2014;11.0;14325.8;BT;2012.0;1.0;CNE
201402;C02020;;0;0;;807.28;0.0;0.0;10/02/2014;11.0;9288.14;BT;2013.0;0.0;CNE
201402;C02021;<=10;0;0;<24, 48];85.59;54.16;0.0;06/02/2014;7.0;5366.41;BT;2013.0;1.0;CNE
201402;C02023;>10;0;0;>48;159.85;0.0;0.0;06/02/2014;17.0;16025.2;BT;2012.0;1.0;CNE
201402;C02025;<=10;0;0;<24, 48];180.66;362.04;;03/02/2014;11.0;3427.19;BT;2013.0;1.0;COEF
201402;C02026;<=10;0;0;<24, 48];44.0;0.0;0.0;04/02/2014;10.0;12597.2;BT;2013.0;1.0;COEF
201402;C02027;<=10;0;0;;256.63;253.05;256.54;06/02/2014;7.0;2630.3;BT;2013.0;1.0;CNE
201402;C02028;<=10;0;0;>48;1110.66;305.23;793.17;06/02/2014;16.0;34930.1;BT;2013.0;1.0;COEF
201402;C02030;<=10;0;0;<=24;189.52;0.0;0.0;25/02/2014;11.0;2041.37;BT;2013.0;1.0;CNE
201402;C02034;>10;0;0;<24, 48];288.81;0.0;879.07;06/02/2014;14.0;5290.25;BT;2012.0;1.0;COEF
201402;C02035;<=10;0;0;>48;980.71;1076.54;0.0;20/02/2014;16.0;8310.97;BT;2011.0;0.0;CNE
201402;C02036;<=10;>0;0;<24, 48];268.82;526.03;784.0;10/02/2014;13.0;4331.09;BT;2012.0;0.0;COEF
201402;C02037;;0;0;<24, 48];453.08;0.0;;11/02/2014;14.0;12939.3;BT;2013.0;1.0;CNE
201402;C02040;>10;0;0;<24, 48];187.82;0.0;0.0;07/02/2014;8.0;6416.76;BT;2012.0;1.0;CNE
201402;C02042;<=10;0;0;>48;662.49;103.55;0.0;03/02/2014;18.0;17585.2;BT;2013.0;1.0;CNE
201402;C02043;<=10;0;0;<24, 48];340.19;0.0;344.86;03/02/2014;13.0;6898.57;BT;2013.0;1.0;CNE
201402;C02044;<=10;0;0;<24, 48];298.54;600.23;903.51;04/02/2014;7.0;7639.88;BT;2013.0;1.0;CNE
201402;C02045;>10;>0;0;>48;1542.42;2320.76;0.0;10/02/2014;19.0;19769.7;BT;2012.0;0.0;COEF
201402;C02046;<=10;0;0;>48;993.95;1062.31;1063.47;10/02/2014;15.0;26606.3;BT;2013.0;1.0;CNE
201402;C02047;<=10;>0;0;>48;2605.52;0.0;0.0;06/02/2014;17.0;27915.7;BT;2013.0;0.0;CNE
201402;C02048;<=10;0;0;<24, 48];167.62;171.87;9.79;04/02/2014;11.0;3413.81;BT;2013.0;1.0;CNE
201402;C02049;<=10;0;0;<24, 48];329.57;667.16;0.0;26/02/2014;10.0;7107.49;BT;2012.0;1.0;CNE
201402;C02050;<=10;0;0;>48;388.21;0.0;0.0;04/02/2014;16.0;6640.24;BT;2011.0;1.0;CNE
201402;C02051;<=10;0;0;<24, 48];459.12;0.7;458.53;06/02/2014;19.0;11369.6;BT;2013.0;1.0;CNE
201402;C02052;;0;0;<24, 48];1170.35;0.0;0.0;28/02/2014;18.0;8655.7;BT;2012.0;0.0;CNE
201402;C02053;<=10;0;0;>48;380.89;0.0;0.0;05/02/2014;8.0;7748.99;BT;2011.0;1.0;COEF
201402;C02054;;0;0;<24, 48];608.71;0.0;135.96;03/02/2014;12.0;20449.3;BT;2013.0;1.0;CNE
201402;C02055;<=10;0;0;<24, 48];666.5;663.14;0.0;06/02/2014;12.0;9880.13;BT;2013.0;1.0;COEF
201402;C02056;;0;0;>48;441.13;464.07;456.28;10/02/2014;11.0;13219.2;BT;2013.0;1.0;COEF
201402;C02057;<=10;0;0;>48;422.65;0.0;0.0;05/02/2014;8.0;9088.4;BT;2012.0;1.0;COEF
201402;C02058;>10;0;0;<24, 48];33.91;0.0;0.0;19/02/2014;9.0;2128.86;BT;2012.0;1.0;COEF
201402;C02059;>10;>0;0;<24, 48];205.85;205.81;;18/02/2014;10.0;2718.59;BT;2012.0;1.0;COEF
201402;C02060;<=10;0;0;<24, 48];267.42;0.0;0.0;07/02/2014;10.0;5740.02;BT;2013.0;1.0;COEF
201402;C02061;<=10;0;0;<24, 48];267.66;0.0;0.0;05/02/2014;15.0;8756.84;BT;2013.0;1.0;COEF
201402;C02062;;0;0;<=24;166.83;167.17;167.4;27/02/2014;11.0;2214.68;BT;2013.0;1.0;CNE
201402;C02063;>10;>0;0;<=24;160.51;0.49;160.89;05/02/2014;16.0;739.23;BT;2012.0;1.0;CNE
201402;C02064;<=10;0;0;<24, 48];321.91;681.41;370.32;21/02/2014;14.0;6735.76;BT;2013.0;1.0;CNE
201402;C02065;<=10;0;0;<=24;33.93;0.0;0.0;06/02/2014;8.0;8204.23;BT;2013.0;1.0;CNE
201402;C02066;<=10;0;0;<24, 48];148.29;142.33;141.09;11/02/2014;8.0;2163.47;BT;2012.0;1.0;CNE
201402;C02067;<=10;0;0;<24, 48];324.91;324.89;324.89;05/02/2014;12.0;9743.25;BT;2013.0;1.0;CNE
201402;C02068;<=10;0;0;<24, 48];136.77;0.0;0.0;06/02/2014;10.0;12945.0;BT;2013.0;1.0;CNE
201402;C02069;<=10;>0;0;>48;228.74;343.35;343.35;18/02/2014;8.0;2518.62;BT;2013.0;0.0;COEF
201402;C02070;<=10;0;0;>48;1209.37;0.0;0.0;24/02/2014;15.0;29711.3;BT;2013.0;0.0;CNE
201402;C02072;>10;0;0;;96.4;0.0;349.34;12/02/2014;12.0;1207.25;BT;2011.0;1.0;CNE
201402;C02074;>10;0;0;<24, 48];251.87;0.0;253.73;17/02/2014;19.0;3585.74;BT;2012.0;1.0;CNE
201402;C02075;<=10;0;0;<24, 48];609.49;0.0;0.0;03/02/2014;8.0;21739.3;BT;2013.0;1.0;COEF
201402;C02076;<=10;0;0;<24, 48];278.23;0.0;0.0;06/02/2014;20.0;4935.52;BT;2013.0;1.0;COEF
201402;C02078;;0;0;<=24;285.65;285.85;573.4;11/02/2014;20.0;3845.65;BT;2013.0;0.0;CNE
201402;C02079;<=10;0;0;<24, 48];378.77;429.44;194.2;06/02/2014;19.0;10260.7;BT;2013.0;1.0;COEF
201402;C02080;<=10;0;0;>48;413.68;412.98;0.0;19/02/2014;8.0;11442.2;BT;2013.0;1.0;CNE
201402;C02081;<=10;>0;0;<24, 48];1350.22;0.0;0.0;25/02/2014;12.0;24561.4;BT;2013.0;0.0;COEF
201402;C02083;>10;0;0;<24, 48];147.16;147.29;294.89;11/02/2014;9.0;1549.44;BT;2012.0;1.0;CNE
201402;C02084;;>0;0;<24, 48];253.85;1104.13;;10/02/2014;7.0;20305.6;BT;2013.0;1.0;COEF
201402;C02085;;>0;0;;343.47;362.5;362.26;26/02/2014;10.0;4065.95;BT;2013.0;1.0;CNE
201402;C02086;;>0;1;<24, 48];164.19;497.74;0.0;05/02/2014;20.0;2298.68;BT;2012.0;1.0;CNE
201402;C02088;>10;>0;0;>48;646.07;682.64;1303.98;20/02/2014;11.0;13341.5;BT;2012.0;0.0;CNE
201402;C02089;>10;0;0;<24, 48];48.04;0.0;58.6;14/02/2014;14.0;2007.79;BT;2012.0;0.0;CNE
201402;C02090;<=10;>0;0;<24, 48];225.26;650.92;1081.12;13/02/2014;14.0;7406.09;BT;2013.0;1.0;COEF
201402;C02091;<=10;0;0;<=24;199.84;198.96;198.71;11/02/2014;10.0;1970.63;BT;2013.0;1.0;CNE
201402;C02094;<=10;0;0;<=24;144.05;176.44;174.35;10/02/2014;7.0;2470.23;BT;2013.0;1.0;CNE
201402;C02095;<=10;0;0;<24, 48];489.55;588.15;1177.11;25/02/2014;14.0;13521.4;BT;2013.0;1.0;CNE
201402;C02096;>10;0;0;<24, 48];463.25;0.0;0.0;21/02/2014;8.0;6828.71;BT;2012.0;1.0;CNE
201402;C02097;<=10;0;0;<=24;135.15;270.87;408.03;27/02/2014;13.0;1751.15;BT;2013.0;1.0;CNE
201402;C02099;;>0;0;;588.9;6.61;0.0;21/02/2014;9.0;10217.3;BT;2011.0;1.0;COEF
201402;C02100;;0;0;<24, 48];146.51;0.0;;14/02/2014;9.0;5125.62;BT;2013.0;1.0;CNE
201402;C02101;<=10;0;0;<24, 48];305.1;0.0;;11/02/2014;15.0;4695.9;BT;2012.0;1.0;CNE
201402;C02103;;0;0;<24, 48];237.48;476.23;717.68;18/02/2014;12.0;2751.51;BT;2012.0;1.0;CNE
201402;C02105;>10;0;0;<24, 48];377.84;377.85;378.82;04/02/2014;11.0;8173.55;BT;2012.0;1.0;CNE
201402;C02106;>10;0;0;;153.91;32.16;;10/02/2014;10.0;9167.57;BT;2012.0;1.0;COEF
201402;C02107;<=10;0;0;>48;585.91;593.31;593.77;13/02/2014;11.0;17290.7;BT;2013.0;1.0;CNE
201402;C02108;<=10;>0;0;<24, 48];924.18;1850.64;0.0;28/02/2014;8.0;23615.3;BT;2012.0;1.0;CNE
201402;C02110;;0;0;;227.0;0.16;0.1;04/02/2014;19.0;1770.16;BT;2011.0;1.0;CNE
201402;C02112;>10;0;0;>48;773.05;1170.31;1570.05;20/02/2014;8.0;5101.39;BT;2011.0;0.0;CNE
201402;C02114;<=10;>0;0;>48;535.9;0.0;0.0;11/02/2014;17.0;9622.22;BT;2013.0;0.0;CNE
201402;C02115;<=10;0;0;<24, 48];113.4;217.61;0.0;21/02/2014;8.0;7315.63;BT;2011.0;1.0;CNE
201402;C02116;>10;0;0;>48;383.61;384.59;204.87;20/02/2014;16.0;6789.68;BT;2011.0;1.0;CNE
201402;C02117;;0;0;<24, 48];470.05;952.64;486.28;28/02/2014;10.0;10845.7;BT;2012.0;1.0;CNE
201402;C02118;<=10;0;0;<24, 48];455.14;0.0;455.06;03/02/2014;19.0;8597.76;BT;2012.0;1.0;CNE
201402;C02119;<=10;>0;0;<24, 48];347.12;372.93;372.93;28/02/2014;17.0;5238.52;BT;2013.0;0.0;CNE
201402;C02120;>10;0;0;<24, 48];230.03;0.0;0.0;04/02/2014;7.0;4752.65;BT;2011.0;1.0;CNE
201402;C02124;<=10;0;0;<24, 48];354.07;0.0;0.0;10/02/2014;15.0;6218.9;BT;2012.0;1.0;CNE
201402;C02128;>10;0;0;<24, 48];287.32;287.32;287.8;25/02/2014;8.0;1403.96;BT;2011.0;1.0;CNE
201402;C02131;>10;>0;1;>48;108.33;338.53;338.53;06/02/2014;20.0;2215.52;BT;2012.0;1.0;CNE
201402;C02132;>10;0;0;>48;1332.47;2002.98;0.0;11/02/2014;9.0;16348.3;BT;2012.0;0.0;CNE
201402;C02133;>10;0;0;<24, 48];738.32;740.5;741.47;11/02/2014;14.0;13615.5;BT;2012.0;1.0;COEF
201402;C02134;<=10;0;0;<24, 48];257.76;250.76;;14/02/2014;8.0;4585.32;BT;2013.0;1.0;CNE
201402;C02135;<=10;0;0;>48;160.14;0.0;0.0;11/02/2014;10.0;15264.5;BT;2012.0;1.0;CNE
201402;C02139;<=10;0;0;>48;104.72;0.0;0.0;26/02/2014;9.0;2840.73;BT;2012.0;1.0;CNE
201402;C02140;>10;>0;1;<24, 48];219.37;0.0;0.0;18/02/2014;8.0;1942.83;BT;2011.0;1.0;COEF
201402;C02142;<=10;0;0;<24, 48];327.67;326.42;655.29;24/02/2014;15.0;7521.2;BT;2013.0;1.0;CNE
201402;C02143;>10;0;0;<=24;293.15;5.33;474.2;06/02/2014;11.0;1026.03;BT;2012.0;1.0;COEF
201402;C02144;>10;0;0;<=24;311.75;0.0;163.04;05/02/2014;12.0;935.24;BT;2012.0;0.0;CNE
201402;C02145;;>0;0;>48;1799.99;0.0;0.0;21/02/2014;18.0;18034.1;BT;2013.0;0.0;CNE
201402;C02146;;>0;0;<24, 48];2078.19;0.0;0.0;17/02/2014;8.0;21519.8;BT;2012.0;0.0;CNE
201402;C02147;;>0;1;<=24;766.0;0.0;0.0;17/02/2014;11.0;1913.32;BT;2012.0;0.0;COEF
201402;C02148;<=10;>0;0;>48;447.08;923.67;0.0;17/02/2014;12.0;16422.2;BT;2013.0;1.0;CNE
201402;C02149;>10;0;0;<24, 48];854.73;1283.73;0.0;28/02/2014;11.0;6880.05;BT;2011.0;0.0;CNE
201402;C02151;<=10;0;0;<24, 48];431.35;434.58;435.1;10/02/2014;11.0;12677.3;BT;2013.0;1.0;CNE
201402;C02152;<=10;0;0;<24, 48];170.68;125.36;132.07;11/02/2014;17.0;616.89;BT;2012.0;0.0;CNE
201402;C02153;;0;0;<24, 48];1376.08;0.0;0.0;12/02/2014;13.0;10129.0;BT;2013.0;0.0;CNE
201402;C02154;>10;0;0;<24, 48];606.19;0.0;0.0;13/02/2014;8.0;8673.88;BT;2011.0;1.0;CNE
